Timestamp,Cycle,Cabinet,Unit_ID,Event_Type,Status,Value,Response_Time_ms,Temperature_C,Details
2026-02-16 13:48:00,0,SYSTEM,,PROGRAM_START,INFO,,,,Total Cabinets: 10
2026-02-16 13:48:00,1,SYSTEM,,CYCLE_START,INFO,,,,Testing 10 cabinets
2026-02-16 13:48:00,1,Cabinet 1,,CONNECTION_START,ATTEMPTING,,,,IP: 192.168.0.80:502
2026-02-16 13:48:00,1,Cabinet 1,,CONNECTION,SUCCESS,,,,Attempt 1/2
2026-02-16 13:48:02,1,Cabinet 1,11,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.98,,
2026-02-16 13:48:02,1,Cabinet 1,12,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.35,,
2026-02-16 13:48:02,1,Cabinet 1,13,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.93,,
2026-02-16 13:48:02,1,Cabinet 1,14,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.51,,
2026-02-16 13:48:02,1,Cabinet 1,15,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",23.75,,
2026-02-16 13:48:02,1,Cabinet 1,16,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.47,,
2026-02-16 13:48:02,1,Cabinet 1,17,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",23.86,,
2026-02-16 13:48:02,1,Cabinet 1,18,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.56,,
2026-02-16 13:48:05,1,Cabinet 1,21,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3042.93,,
2026-02-16 13:48:05,1,Cabinet 1,22,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.20,,
2026-02-16 13:48:05,1,Cabinet 1,23,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",26.65,,
2026-02-16 13:48:05,1,Cabinet 1,24,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.04,,
2026-02-16 13:48:06,1,Cabinet 1,25,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",26.92,,
2026-02-16 13:48:06,1,Cabinet 1,26,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.93,,
2026-02-16 13:48:06,1,Cabinet 1,27,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.22,,
2026-02-16 13:48:06,1,Cabinet 1,28,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.95,,
2026-02-16 13:48:09,1,Cabinet 1,31,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3031.36,,
2026-02-16 13:48:09,1,Cabinet 1,32,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.12,,
2026-02-16 13:48:09,1,Cabinet 1,33,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",27.19,,
2026-02-16 13:48:09,1,Cabinet 1,34,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",27.38,,
2026-02-16 13:48:09,1,Cabinet 1,35,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.34,,
2026-02-16 13:48:09,1,Cabinet 1,36,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",41.30,,
2026-02-16 13:48:09,1,Cabinet 1,37,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.25,,
2026-02-16 13:48:09,1,Cabinet 1,38,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.74,,
2026-02-16 13:48:13,1,Cabinet 1,41,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3031.84,,
2026-02-16 13:48:13,1,Cabinet 1,42,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.37,,
2026-02-16 13:48:13,1,Cabinet 1,43,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.05,,
2026-02-16 13:48:13,1,Cabinet 1,44,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",29.00,,
2026-02-16 13:48:13,1,Cabinet 1,45,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",29.29,,
2026-02-16 13:48:13,1,Cabinet 1,46,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.59,,
2026-02-16 13:48:13,1,Cabinet 1,47,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.25,,
2026-02-16 13:48:13,1,Cabinet 1,48,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.85,,
2026-02-16 13:48:16,1,Cabinet 1,51,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3030.90,,
2026-02-16 13:48:16,1,Cabinet 1,52,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",126.84,,
2026-02-16 13:48:16,1,Cabinet 1,53,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.74,,
2026-02-16 13:48:17,1,Cabinet 1,54,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.85,,
2026-02-16 13:48:17,1,Cabinet 1,55,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.46,,
2026-02-16 13:48:17,1,Cabinet 1,56,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.41,,
2026-02-16 13:48:17,1,Cabinet 1,57,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.98,,
2026-02-16 13:48:17,1,Cabinet 1,58,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.55,,
2026-02-16 13:48:20,1,Cabinet 1,61,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3037.72,,
2026-02-16 13:48:20,1,Cabinet 1,62,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.31,,
2026-02-16 13:48:20,1,Cabinet 1,63,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",26.83,,
2026-02-16 13:48:20,1,Cabinet 1,64,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.79,,
2026-02-16 13:48:20,1,Cabinet 1,65,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.36,,
2026-02-16 13:48:20,1,Cabinet 1,66,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.86,,
2026-02-16 13:48:20,1,Cabinet 1,67,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.01,,
2026-02-16 13:48:20,1,Cabinet 1,68,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",23.93,,
2026-02-16 13:48:24,1,Cabinet 1,71,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3039.76,,
2026-02-16 13:48:24,1,Cabinet 1,72,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",27.99,,
2026-02-16 13:48:24,1,Cabinet 1,73,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.57,,
2026-02-16 13:48:24,1,Cabinet 1,74,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.88,,
2026-02-16 13:48:24,1,Cabinet 1,75,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",27.09,,
2026-02-16 13:48:24,1,Cabinet 1,76,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",48.35,,
2026-02-16 13:48:24,1,Cabinet 1,77,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.62,,
2026-02-16 13:48:24,1,Cabinet 1,78,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.93,,
2026-02-16 13:48:27,1,Cabinet 1,81,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3030.33,,
2026-02-16 13:48:27,1,Cabinet 1,82,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.42,,
2026-02-16 13:48:27,1,Cabinet 1,83,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.01,,
2026-02-16 13:48:27,1,Cabinet 1,84,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.93,,
2026-02-16 13:48:28,1,Cabinet 1,85,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",23.71,,
2026-02-16 13:48:28,1,Cabinet 1,86,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.96,,
2026-02-16 13:48:28,1,Cabinet 1,87,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.50,,
2026-02-16 13:48:28,1,Cabinet 1,88,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",27.42,,
2026-02-16 13:48:31,1,Cabinet 1,91,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3034.49,,
2026-02-16 13:48:31,1,Cabinet 1,92,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.74,,
2026-02-16 13:48:31,1,Cabinet 1,93,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.19,,
2026-02-16 13:48:31,1,Cabinet 1,94,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.97,,
2026-02-16 13:48:31,1,Cabinet 1,95,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",27.66,,
2026-02-16 13:48:31,1,Cabinet 1,96,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.78,,
2026-02-16 13:48:31,1,Cabinet 1,97,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.07,,
2026-02-16 13:48:31,1,Cabinet 1,98,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.64,,
2026-02-16 13:48:34,1,Cabinet 1,101,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3033.05,,
2026-02-16 13:48:35,1,Cabinet 1,102,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",26.00,,
2026-02-16 13:48:35,1,Cabinet 1,103,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.90,,
2026-02-16 13:48:35,1,Cabinet 1,104,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.62,,
2026-02-16 13:48:35,1,Cabinet 1,105,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.78,,
2026-02-16 13:48:35,1,Cabinet 1,106,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.20,,
2026-02-16 13:48:35,1,Cabinet 1,107,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",26.37,,
2026-02-16 13:48:35,1,Cabinet 1,108,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.84,,
2026-02-16 13:48:37,1,Cabinet 1,11,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",29.21,,
2026-02-16 13:48:37,1,Cabinet 1,12,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",28.83,,
2026-02-16 13:48:37,1,Cabinet 1,13,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.09,,
2026-02-16 13:48:37,1,Cabinet 1,14,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.17,,
2026-02-16 13:48:37,1,Cabinet 1,15,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.27,,
2026-02-16 13:48:38,1,Cabinet 1,16,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",28.18,,
2026-02-16 13:48:38,1,Cabinet 1,17,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",98.24,,
2026-02-16 13:48:38,1,Cabinet 1,18,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",27.39,,
2026-02-16 13:48:41,1,Cabinet 1,21,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3045.79,,
2026-02-16 13:48:41,1,Cabinet 1,22,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.17,,
2026-02-16 13:48:41,1,Cabinet 1,23,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.74,,
2026-02-16 13:48:41,1,Cabinet 1,24,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.10,,
2026-02-16 13:48:41,1,Cabinet 1,25,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",27.41,,
2026-02-16 13:48:41,1,Cabinet 1,26,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.40,,
2026-02-16 13:48:41,1,Cabinet 1,27,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.49,,
2026-02-16 13:48:41,1,Cabinet 1,28,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",27.68,,
2026-02-16 13:48:44,1,Cabinet 1,31,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3034.14,,
2026-02-16 13:48:45,1,Cabinet 1,32,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",40.97,,
2026-02-16 13:48:45,1,Cabinet 1,33,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.25,,
2026-02-16 13:48:45,1,Cabinet 1,34,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.87,,
2026-02-16 13:48:45,1,Cabinet 1,35,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.84,,
2026-02-16 13:48:45,1,Cabinet 1,36,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.53,,
2026-02-16 13:48:45,1,Cabinet 1,37,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",110.49,,
2026-02-16 13:48:45,1,Cabinet 1,38,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",28.68,,
2026-02-16 13:48:48,1,Cabinet 1,41,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3029.49,,
2026-02-16 13:48:48,1,Cabinet 1,42,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",27.29,,
2026-02-16 13:48:48,1,Cabinet 1,43,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.50,,
2026-02-16 13:48:48,1,Cabinet 1,44,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.48,,
2026-02-16 13:48:49,1,Cabinet 1,45,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.70,,
2026-02-16 13:48:49,1,Cabinet 1,46,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.94,,
2026-02-16 13:48:49,1,Cabinet 1,47,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",28.68,,
2026-02-16 13:48:49,1,Cabinet 1,48,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.30,,
2026-02-16 13:48:52,1,Cabinet 1,51,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3042.30,,
2026-02-16 13:48:52,1,Cabinet 1,52,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",93.20,,
2026-02-16 13:48:52,1,Cabinet 1,53,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",29.10,,
2026-02-16 13:48:52,1,Cabinet 1,54,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",27.57,,
2026-02-16 13:48:52,1,Cabinet 1,55,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.29,,
2026-02-16 13:48:52,1,Cabinet 1,56,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.79,,
2026-02-16 13:48:52,1,Cabinet 1,57,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.62,,
2026-02-16 13:48:52,1,Cabinet 1,58,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",23.93,,
2026-02-16 13:48:56,1,Cabinet 1,61,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3037.08,,
2026-02-16 13:48:56,1,Cabinet 1,62,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.32,,
2026-02-16 13:48:56,1,Cabinet 1,63,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.56,,
2026-02-16 13:48:56,1,Cabinet 1,64,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.26,,
2026-02-16 13:48:56,1,Cabinet 1,65,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.68,,
2026-02-16 13:48:56,1,Cabinet 1,66,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",27.94,,
2026-02-16 13:48:56,1,Cabinet 1,67,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",30.79,,
2026-02-16 13:48:56,1,Cabinet 1,68,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.46,,
2026-02-16 13:48:59,1,Cabinet 1,71,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3040.00,,
2026-02-16 13:48:59,1,Cabinet 1,72,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.38,,
2026-02-16 13:48:59,1,Cabinet 1,73,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.12,,
2026-02-16 13:48:59,1,Cabinet 1,74,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",28.08,,
2026-02-16 13:49:00,1,Cabinet 1,75,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",27.67,,
2026-02-16 13:49:00,1,Cabinet 1,76,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.62,,
2026-02-16 13:49:00,1,Cabinet 1,77,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.11,,
2026-02-16 13:49:00,1,Cabinet 1,78,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",28.64,,
2026-02-16 13:49:03,1,Cabinet 1,81,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3033.96,,
2026-02-16 13:49:03,1,Cabinet 1,82,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.84,,
2026-02-16 13:49:03,1,Cabinet 1,83,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.18,,
2026-02-16 13:49:03,1,Cabinet 1,84,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.54,,
2026-02-16 13:49:03,1,Cabinet 1,85,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.78,,
2026-02-16 13:49:03,1,Cabinet 1,86,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.50,,
2026-02-16 13:49:03,1,Cabinet 1,87,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.13,,
2026-02-16 13:49:03,1,Cabinet 1,88,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",26.20,,
2026-02-16 13:49:06,1,Cabinet 1,91,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3032.12,,
2026-02-16 13:49:07,1,Cabinet 1,92,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.36,,
2026-02-16 13:49:07,1,Cabinet 1,93,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.77,,
2026-02-16 13:49:07,1,Cabinet 1,94,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.58,,
2026-02-16 13:49:07,1,Cabinet 1,95,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.58,,
2026-02-16 13:49:07,1,Cabinet 1,96,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",27.68,,
2026-02-16 13:49:07,1,Cabinet 1,97,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.63,,
2026-02-16 13:49:07,1,Cabinet 1,98,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.66,,
2026-02-16 13:49:10,1,Cabinet 1,101,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",3056.43,,
2026-02-16 13:49:10,1,Cabinet 1,102,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.22,,
2026-02-16 13:49:10,1,Cabinet 1,103,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",44.79,,
2026-02-16 13:49:10,1,Cabinet 1,104,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",31.80,,
2026-02-16 13:49:10,1,Cabinet 1,105,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",25.10,,
2026-02-16 13:49:11,1,Cabinet 1,106,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.47,,
2026-02-16 13:49:11,1,Cabinet 1,107,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",24.97,,
2026-02-16 13:49:11,1,Cabinet 1,108,WRITE_COILS,SUCCESS,"[False, False, False, False, False, False, False, False]",92.74,,
2026-02-16 13:49:11,1,Cabinet 1,,CONNECTION,CLOSED,,,,
2026-02-16 13:49:11,1,Cabinet 2,,CONNECTION_START,ATTEMPTING,,,,IP: 192.168.0.221:502
2026-02-16 13:49:11,1,Cabinet 2,,CONNECTION,SUCCESS,,,,Attempt 1/2
2026-02-16 13:49:13,1,Cabinet 2,11,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.35,,
2026-02-16 13:49:13,1,Cabinet 2,12,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.92,,
2026-02-16 13:49:14,1,Cabinet 2,13,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.64,,
2026-02-16 13:49:14,1,Cabinet 2,14,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",25.23,,
2026-02-16 13:49:14,1,Cabinet 2,15,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.65,,
2026-02-16 13:49:14,1,Cabinet 2,16,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",32.49,,
2026-02-16 13:49:14,1,Cabinet 2,17,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.25,,
2026-02-16 13:49:14,1,Cabinet 2,18,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.63,,
2026-02-16 13:49:17,1,Cabinet 2,21,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3039.92,,
2026-02-16 13:49:17,1,Cabinet 2,22,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",27.17,,
2026-02-16 13:49:17,1,Cabinet 2,23,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.54,,
2026-02-16 13:49:17,1,Cabinet 2,24,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",26.85,,
2026-02-16 13:49:17,1,Cabinet 2,25,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",44.27,,
2026-02-16 13:49:17,1,Cabinet 2,26,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",28.49,,
2026-02-16 13:49:17,1,Cabinet 2,27,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.56,,
2026-02-16 13:49:18,1,Cabinet 2,28,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",27.41,,
2026-02-16 13:49:21,1,Cabinet 2,31,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",3034.99,,
2026-02-16 13:49:21,1,Cabinet 2,32,WRITE_COILS,SUCCESS,"[True, True, True, True, True, True, True, True]",24.38,,
